track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_id,tempo_normalized,loudness_normalized,mood_score,transition_score,calm,happy,energetic,sad,dark,romantic,focus,hype
6Cvti10W0AzmzG9D1tpuKp,The Mayries,As It Was,As It Was,55,176542,0,0.505,0.21,11,-11.349,1,0.0295,0.907,0.0,0.11,0.323,80.721,4,acoustic,0,0.2369964160396299,0.6893570408622343,0.2665,0.477117818967288,0.7,0.3,0.1,0.2,0.0,0.1,0.6,0.0
03yc0G2OoH1Eeyu7Piy8fK,Jason Mraz,I'm Yours,I'm Yours,60,243494,0,0.693,0.43,11,-9.395,1,0.0442,0.565,0.0,0.0928,0.731,151.001,4,acoustic,0,0.5666832417015367,0.7275785849813194,0.5805,0.6624206088942853,0.3,0.8,0.5,0.1,0.0,0.4,0.2,0.3
5RO0MNa5hBKIM4OcjygadU,Joseph Sullinger,Chi Mai,Chi Mai,40,188695,0,0.739,0.287,6,-14.007,0,0.059,0.969,0.961,0.111,0.557,80.64,4,acoustic,0,0.236616441183645,0.6373647868865285,0.422,0.5376604093567245,0.7,0.5,0.1,0.2,0.0,0.4,0.6,0.0
78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,Say Something,58,229400,0,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905,3,acoustic,0,0.5052492822697164,0.7357745046260978,0.11875,0.5646745956319381,0.7,0.1,0.0,0.6,0.0,0.2,0.4,0.0
1esE8j1nVyzEQ5rVhYXoJT,Parachute,Parachute,Had It All,55,216853,0,0.606,0.54,7,-6.271,0,0.0339,0.182,0.000144,0.144,0.249,79.952,4,acoustic,0,0.2333890004315763,0.7886861099700722,0.3945,0.5426917034672162,0.6,0.2,0.3,0.3,0.1,0.4,0.7,0.1
68Yc9ylRZZPtsuVgtrxcDj,Zack Tabudlo;Yonnyboii,Take Me Back,Take Me Back ft. Yonnyboii,50,149000,0,0.595,0.646,0,-5.495,1,0.0327,0.11,0.0,0.258,0.563,120.049,4,acoustic,0,0.4214859362392809,0.8038651878802104,0.6045,0.6067837080398304,0.3,0.6,0.5,0.1,0.0,0.4,0.5,0.2
3tjjCCdXSdaVEo4q4y071G,Tobey Rosen,Whole Again (Acoustic Version),Whole Again - Acoustic Version,52,157231,0,0.736,0.145,11,-9.215,1,0.0336,0.855,0.0,0.108,0.235,129.832,4,acoustic,0,0.4673784549565608,0.7310995051151146,0.19,0.6448259866905585,0.7,0.2,0.1,0.3,0.0,0.4,0.6,0.0
3tob5ofeuvFKKSbOTldenC,The Mayries,Overpass Graffiti,Overpass Graffiti,54,226603,0,0.479,0.126,1,-13.974,1,0.0303,0.966,0.0,0.113,0.279,96.327,4,acoustic,0,0.3102049049593754,0.6380102889110577,0.2025,0.475738397956811,0.8,0.2,0.1,0.3,0.1,0.3,0.7,0.0
4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Little Voice,Love Song,73,258826,0,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4,acoustic,0,0.4355872253391627,0.8498914382958745,0.6795,0.6228262212116791,0.2,0.6,0.5,0.1,0.0,0.4,0.3,0.1
3uAdZpIbMTtVXitHVibLMV,Andrew Foy;Renee Foy,Let Her Go,Let Her Go,38,194013,0,0.549,0.291,2,-13.457,1,0.0388,0.858,0.000846,0.129,0.376,75.153,4,acoustic,0,0.2108766629763758,0.6481231539620131,0.3335,0.4693332723127963,0.7,0.3,0.1,0.4,0.1,0.3,0.6,0.0
2LC523tbEPFpc1pnikbt5b,Aqualung,Still Life,Brighter Than Sunshine,53,242439,0,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,4,acoustic,0,0.2002655132944289,0.747569587074311,0.4435,0.4552783667895799,0.6,0.3,0.2,0.2,0.1,0.3,0.7,0.1
3ISLwA96mtx13Wx7K1PPPk,Tyler Ward;Karis;Ray Lorraine,Love Story,Love Story,55,232500,0,0.498,0.12,0,-17.721,1,0.0487,0.851,0.0,0.171,0.338,121.187,4,acoustic,0,0.4268243484134876,0.5647164681258924,0.229,0.4965136055131267,0.7,0.3,0.1,0.2,0.0,0.4,0.6,0.0
7Ca2CkwSqHyr3eCh8IRdjz,Agustín Amigó;Nylonwings,Mujer con Abanico,Mujer con Abanico,41,156787,0,0.769,0.135,5,-12.049,0,0.061,0.986,0.905,0.106,0.471,103.939,4,acoustic,0,0.3459131593267407,0.6756645736752538,0.303,0.5968592443339982,0.7,0.4,0.1,0.2,0.0,0.5,0.6,0.0
6ql0ffq6Jvyh9OKqrJCMaP,Amy Stroup,In the Shadows,In the Shadows,46,263823,0,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282,4,acoustic,0,0.4976357120072054,0.7578193767971363,0.2628999999999999,0.5631516962681139,0.6,0.1,0.4,0.3,0.1,0.2,0.5,0.1
1EyvonxK8OGHRV4WDRdArc,Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,Can You Feel the Love Tonight,63,250916,0,0.452,0.198,10,-9.374,1,0.0335,0.931,2.24e-06,0.1,0.217,119.499,4,acoustic,0,0.4189058600566677,0.7279893589969288,0.2075,0.5329650730178656,0.7,0.3,0.1,0.2,0.0,0.6,0.5,0.0
0EKBV6GybPtALXUgWqWrym,Brandi Carlile,The Story,The Story,66,238493,0,0.544,0.5,11,-8.253,1,0.026,0.0325,3.78e-06,0.109,0.177,93.621,4,acoustic,0,0.297510930140919,0.7499168671635076,0.3385,0.5304759324348088,0.6,0.2,0.3,0.4,0.1,0.3,0.7,0.1
41A82PidFKhGX5hm1WoaDs,JJ Heller,Better,Better,54,215906,0,0.662,0.187,2,-9.003,1,0.0268,0.969,0.000273,0.0922,0.233,104.988,4,acoustic,0,0.3508340682641246,0.7352463666060286,0.21,0.5826934782900511,0.8,0.2,0.1,0.3,0.1,0.4,0.7,0.0
5oV8bZaShr2d01FFMHBUPq,Kina Grannis,Iris,Iris,62,181136,0,0.497,0.13,6,-15.571,1,0.0436,0.841,0.0,0.111,0.179,130.769,3,acoustic,0,0.4717739665622126,0.6067719030573323,0.1545,0.5251819565398482,0.7,0.2,0.1,0.3,0.0,0.4,0.6,0.0
5nMRpGfqQ0tb1TMbqBVK2J,The Mayries,#Acoustic,Rockabye - Acoustic Version,57,157466,0,0.528,0.291,10,-9.696,1,0.0401,0.914,0.0,0.121,0.355,76.805,4,acoustic,0,0.2186262736194247,0.721690824090918,0.3229999999999999,0.4894390325701143,0.7,0.3,0.1,0.2,0.0,0.3,0.6,0.0
04qDUASuSfVp6fktfsxVej,Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,I Need You More Today,68,233728,0,0.461,0.522,11,-7.513,1,0.043,0.36,0.0,0.123,0.446,157.768,4,acoustic,0,0.5984275608428874,0.7643917610468869,0.484,0.607939773963258,0.3,0.4,0.6,0.2,0.1,0.3,0.4,0.5
3g61xRaqII8q1wlQDzv550,Boyce Avenue,"Cover Sessions, Vol. 4",Beautiful Soul,62,216612,0,0.483,0.506,9,-6.058,1,0.0347,0.394,0.0,0.0946,0.705,87.337,4,acoustic,0,0.2680323869926632,0.7928525321283961,0.6054999999999999,0.5146283063736864,0.4,0.6,0.3,0.1,0.0,0.5,0.5,0.1
3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Know.,Let's See What The Night Can Do,53,245186,0,0.392,0.423,7,-7.813,1,0.0348,0.27,0.0,0.117,0.288,113.537,4,acoustic,0,0.3909378342371418,0.7585235608238953,0.3555,0.5138204650203457,0.6,0.3,0.2,0.4,0.1,0.3,0.5,0.1
2f4jlGvGi3ZDGogXys5FUp,Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",44,219613,0,0.42,0.2,7,-18.827,1,0.0492,0.929,0.49,0.0758,0.164,87.248,4,acoustic,0,0.2676148837558403,0.5430823699704633,0.182,0.4102324179087679,0.8,0.1,0.1,0.4,0.1,0.3,0.7,0.0
3NCg46FWgnANZc9HQHQOQR,Parachute,The Way It Was,Forever And Always,57,248960,0,0.657,0.716,2,-5.675,1,0.0301,0.014,0.0,0.0483,0.435,93.924,4,acoustic,0,0.2989323175651586,0.8003442677464155,0.5755,0.5854255284371913,0.2,0.5,0.4,0.1,0.0,0.3,0.6,0.1
0muntSMuAZzcwYBBMZj6sf,Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,Fine On The Outside,52,252466,0,0.495,0.185,9,-13.824,1,0.0288,0.692,0.00403,0.109,0.196,101.89,4,acoustic,0,0.3363012027846058,0.6409443890225535,0.1905,0.4907485306023864,0.7,0.2,0.1,0.3,0.1,0.2,0.6,0.0
4bXoVtbp6fN8FaSQvGQB41,Chord Overstreet,Tree House Tapes,Tortured Soul,53,246613,0,0.55,0.499,4,-9.502,1,0.0338,0.472,2.26e-06,0.0798,0.144,86.966,1,acoustic,0,0.2662920083313004,0.7254855935684524,0.3215,0.5139258672999176,0.6,0.1,0.2,0.4,0.1,0.2,0.5,0.0
3FRARAKLpHw3er9ZaTwaHO,JJ Heller,I Believe in You,I Believe in You,53,198786,0,0.534,0.359,0,-9.311,1,0.0296,0.449,1.2e-05,0.331,0.267,131.804,4,acoustic,0,0.47662920083313,0.7292216810437572,0.313,0.5799502939589624,0.6,0.3,0.2,0.3,0.1,0.2,0.5,0.1
2Dzhwe90lhHXVU6lk7Nx0H,Jon Bryant,Cult Classic,At Home,55,226640,0,0.378,0.52,11,-10.965,1,0.0382,0.777,0.0888,0.0979,0.357,73.744,4,acoustic,0,0.2042669769012815,0.6968683371476635,0.4385,0.4263784380163151,0.7,0.2,0.2,0.3,0.1,0.4,0.6,0.1
12niARgkwxGsklcEwh6GlG,Donovan Woods,"Hard Settle, Ain't Troubled","Portland, Maine",66,203869,0,0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,4,acoustic,0,0.2339472350965417,0.6381472135829275,0.2525,0.492698149559823,0.7,0.2,0.1,0.4,0.1,0.3,0.6,0.0
0v0pc1lIt5p6EBX7pnfOGF,Ross Copperman,Holding On and Letting Go LP,Holding On and Letting Go,49,317441,0,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,4,acoustic,0,0.2241710918882404,0.7261897775952115,0.3271,0.478786956494484,0.7,0.1,0.2,0.3,0.0,0.2,0.6,0.0
5wQci5VCUjdbKnRD61XYwu,Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Flood,60,261640,0,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,4,acoustic,0,0.2383286735593792,0.6894744048666941,0.354,0.5016010261420244,0.7,0.2,0.2,0.4,0.1,0.3,0.6,0.1
0HQnJee8ShSDu2AYwibxst,Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),Hanggang Kailan (Umuwi Ka Na Baby),38,211933,0,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95e-06,0.094,0.276,145.852,4,acoustic,0,0.5425290375846733,0.7337597558828707,0.3415,0.6220962644891813,0.3,0.2,0.5,0.3,0.1,0.2,0.4,0.2
4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,No More Doubt,Out of My League,67,218800,0,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,91.921,3,acoustic,0,0.2895361492128422,0.714629423155918,0.3575,0.5140551907895867,0.7,0.4,0.1,0.2,0.0,0.3,0.6,0.0
7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,233266,0,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic,0,0.5194959938453455,0.7632572423371086,0.15,0.576584412060818,0.7,0.1,0.1,0.6,0.1,0.2,0.4,0.0
1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Into The Wild (Music For The Motion Picture),Rise,60,156453,0,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,3,acoustic,0,0.671181018144972,0.7771648768655987,0.5529999999999999,0.6164486316701902,0.2,0.4,0.6,0.1,0.0,0.2,0.3,0.5
6NSlOEEtWlqvEFrjQsry77,The Weepies;Deb Talan;Steve Tannen,Say I Am You,World Spins Madly On,64,165133,0,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612,4,acoustic,0,0.3631433771789915,0.6488273379887721,0.3555,0.5046569050559212,0.6,0.4,0.2,0.3,0.1,0.4,0.5,0.1
1HqVCK9h4LiJ61aRrrKTAt,Freddie King,Thanksgiving Party,Stumble,0,216626,0,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,118.381,4,acoustic,0,0.413661268834556,0.7203606987070398,0.7344999999999999,0.6040073225138652,0.2,0.7,0.6,0.1,0.1,0.4,0.3,0.5
0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Supa Chill,Paradise,0,251426,0,0.65,0.406,7,-13.492,1,0.0761,0.568,0.0,0.484,0.862,79.642,4,acoustic,0,0.2319347756741034,0.6474385306026642,0.634,0.5097911020922559,0.3,0.7,0.2,0.1,0.0,0.4,0.5,0.1
27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0,209293,0,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,3,acoustic,0,0.315698121704539,0.7569391467636876,0.3705,0.5738790894894089,0.6,0.3,0.2,0.2,0.1,0.5,0.4,0.1
45jGOHwYKgsRYbAJ8DR61d,Motohiro Hata,青の光景,ひまわりの約束,61,308146,0,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,4,acoustic,0,0.2287214080648489,0.7869647712379946,0.3905,0.5128953931009478,0.6,0.3,0.2,0.2,0.1,0.4,0.7,0.1
4iObEYRE4FLm0D90gmZFef,Thomas Daniel,Since U Been Gone,Since U Been Gone - Acoustic Version,50,221170,0,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,94.981,4,acoustic,0,0.3038907548833804,0.650998572071279,0.264,0.4976297756515531,0.7,0.3,0.1,0.2,0.0,0.3,0.6,0.0
3akr0ZrJxLMBLIFeNNKffW,Masayoshi Yamazaki,"One more time,One more chance","One more time,One more chance",47,330786,0,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,129.491,4,acoustic,0,0.4657788077233408,0.7605969915693522,0.4125,0.5817919330975644,0.4,0.3,0.5,0.2,0.1,0.3,0.6,0.2
7BRwh1bemr9rFMDeTbcy5S,Kina Grannis,Creep,Creep,58,234135,0,0.585,0.103,7,-12.682,1,0.0309,0.801,0.0,0.126,0.179,133.057,4,acoustic,0,0.482507083481883,0.6632826712047414,0.141,0.5769299182288748,0.7,0.2,0.1,0.6,0.1,0.3,0.4,0.0
3rzRo91l4htQvMXhsiECAX,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,173250,0,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.8e-06,0.0743,0.394,96.808,4,acoustic,0,0.3124612988572607,0.8169903957123017,0.5785,0.5691505648565208,0.2,0.6,0.7,0.1,0.0,0.3,0.4,0.5
0v1vufjir4OE4iRckLMoLd,YUZU,Shinsekai,Hyouriittai,52,336619,0,0.223,0.891,1,-3.626,0,0.138,0.325,0.0,0.287,0.333,159.888,4,acoustic,0,0.6083725817649598,0.8404240752694482,0.612,0.5572655523448026,0.1,0.3,0.8,0.2,0.1,0.1,0.3,0.6
4vAnqYqm1DOo5IDVcxORX3,Canyon City,How Long Will I Love You,How Long Will I Love You,55,144830,0,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,136.11,4,acoustic,0,0.4968288518191882,0.5953093519550887,0.1905,0.4913794012580923,0.7,0.2,0.1,0.3,0.0,0.4,0.6,0.0
2X5AFygz5SDYlXagyPw8kX,Zack Tabudlo,Binibini,Binibini,67,221538,0,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,4,acoustic,0,0.4675238774323081,0.7038906167478434,0.23595,0.6044714980600505,0.4,0.2,0.5,0.3,0.1,0.2,0.6,0.3
13GvSZgg9LOs3M9uGbWsPE,Aron Wright,You Were Supposed to Be Different,You Were Supposed to Be Different,45,192972,0,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48e-05,0.0902,0.137,73.761,4,acoustic,0,0.2043467247105623,0.6603876924280656,0.188,0.4335781390462093,0.7,0.1,0.1,0.3,0.1,0.2,0.6,0.0
4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,"Cover Sessions, Vol. 3",Thinking out Loud,56,278640,0,0.702,0.326,1,-6.638,1,0.0272,0.705,0.0,0.168,0.628,79.904,4,acoustic,0,0.2331638301465482,0.7815073450306125,0.477,0.5722237250590535,0.6,0.5,0.2,0.1,0.0,0.7,0.5,0.1
4x7AdVDV9IFWp8pg4LMz90,Jonah Baker,Covers,Perfect / Style,37,212864,0,0.593,0.292,11,-12.755,1,0.0364,0.828,0.0,0.174,0.375,111.121,4,acoustic,0,0.3796042632240631,0.6618547424838135,0.3335,0.5448196685692922,0.7,0.3,0.1,0.2,0.0,0.4,0.6,0.0
5eNYumDY5PCXtKKJ0SWg2r,The Civil Wars,Barton Hollow,Poison & Wine,54,219466,0,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848,4,acoustic,0,0.5800386542322631,0.6623633198364728,0.1945,0.5091339913562453,0.6,0.1,0.2,0.4,0.3,0.5,0.3,0.1
6dwkFmLUz6hx2CZG2EqLol,Howie Day,Stop All The World Now,Collide,66,249120,0,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic,0,0.2989651548983918,0.7569195860962775,0.4835,0.5639615803315565,0.4,0.3,0.3,0.2,0.1,0.3,0.5,0.1
7aohwSiTDju51QmC54AUba,Ingrid Michaelson,Be OK,You And I,63,148400,0,0.698,0.285,0,-7.632,1,0.0553,0.927,0.0,0.0883,0.53,135.027,4,acoustic,0,0.4917484472632427,0.7620640416251002,0.4075,0.650604162962781,0.4,0.6,0.5,0.1,0.0,0.3,0.3,0.2
7g3ryXLtXExZ0OFCj17Ae1,Zack Tabudlo;Billkin,Give Me Your Forever,Give Me Your Forever (ft. Billkin),58,244800,0,0.601,0.439,8,-7.589,1,0.0269,0.0642,0.0,0.0942,0.275,99.976,4,acoustic,0,0.3273225376691122,0.7629051503237291,0.357,0.5637425626642805,0.6,0.3,0.2,0.4,0.1,0.5,0.5,0.1
5MrgVJzR1du1gz8XWe4m28,Landon Pigg,Coffee Shop,Falling in Love at a Coffee Shop,55,270840,0,0.332,0.298,4,-14.174,1,0.0569,0.875,0.00784,0.114,0.243,83.555,4,acoustic,0,0.2502908449514945,0.6340981554290632,0.2704999999999999,0.4054630001268526,0.7,0.3,0.1,0.2,0.0,0.6,0.5,0.0
5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Wreck of the Day,Breathe (2 AM),65,279826,0,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,3,acoustic,0,0.6550438143846283,0.7604405062300726,0.3695,0.6004947735382337,0.3,0.1,0.7,0.4,0.1,0.1,0.3,0.2
63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Episode,Habang Buhay,69,244067,0,0.62,0.668,9,-5.719,1,0.0305,0.088,0.0,0.362,0.183,118.013,4,acoustic,0,0.4119349633160077,0.7994835983803766,0.4255,0.6104728538987948,0.4,0.2,0.5,0.3,0.1,0.3,0.6,0.2
3ZjSJv88euP3CdvTg07dZL,Jonah Baker,Beautiful Soul,Beautiful Soul,44,214738,0,0.394,0.281,9,-11.12,1,0.0414,0.826,0.0,0.0854,0.485,90.044,4,acoustic,0,0.2807310528587243,0.6938364336991178,0.383,0.4561891621859473,0.7,0.4,0.1,0.2,0.0,0.3,0.6,0.0
14BMBNRzv24eG6OKoIgPfP,Ben Woodward,Bulletproof,Bulletproof,39,207677,0,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,155.101,5,acoustic,0,0.5859165368810162,0.7060422901629403,0.5935,0.6273196090146521,0.3,0.6,0.7,0.1,0.0,0.2,0.4,0.5
5pEmeoMUW38w1oU3kPelvR,Andrew Belle,Nightshade,Spectrum,54,265506,0,0.539,0.717,3,-7.385,1,0.031,0.000298,0.111,0.125,0.212,117.973,4,acoustic,0,0.4117473214118176,0.7668955264753633,0.4644999999999999,0.5725476159623937,0.2,0.3,0.6,0.3,0.1,0.2,0.5,0.2
2h3VsZVKQeT0yLNQtCIRjn,Jonah Baker,Girls Like You (Acoustic Version),Girls Like You - Acoustic Version,44,188494,0,0.543,0.138,0,-14.331,1,0.0531,0.791,0.0,0.185,0.3,115.65,4,acoustic,0,0.4008500178259808,0.6310271306456977,0.219,0.5249590494905595,0.7,0.3,0.1,0.2,0.0,0.4,0.6,0.0
1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,Nangangamba,70,210354,0,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,4,acoustic,0,0.3182031411254761,0.7788862155976761,0.3775,0.5723631189077174,0.4,0.2,0.3,0.6,0.1,0.3,0.5,0.1
6huS9u0BDfeQHq0lObNLPl,Us The Duo,Better Together,Better Together,64,200706,0,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,4,acoustic,0,0.3738342746702193,0.7040666627545331,0.432,0.6129669791415842,0.6,0.7,0.2,0.1,0.0,0.5,0.4,0.1
14NiShC5b46yQxBN1mu9VJ,Andrew Foy;Renee Foy,Heartbreak Anniversary,Heartbreak Anniversary,40,199256,0,0.674,0.122,1,-17.963,1,0.0427,0.882,0.0,0.139,0.339,130.014,4,acoustic,0,0.4682322256206255,0.5599827866126792,0.2305,0.5674050040777683,0.7,0.2,0.3,0.3,0.0,0.2,0.6,0.1
3DyhwZyBFedvnt68fMi6vf,Tyler Ward;Karis;Ray Lorraine,One More Time Around,One More Time Around,47,205666,0,0.429,0.358,0,-9.076,1,0.0346,0.614,0.0,0.0875,0.187,134.279,4,acoustic,0,0.4882395436548889,0.7338184378851006,0.2724999999999999,0.5503526605133299,0.4,0.2,0.3,0.3,0.1,0.2,0.5,0.1
6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,229573,0,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,3,acoustic,0,0.5145891580507758,0.6815132132308354,0.128,0.5507007904272037,0.7,0.1,0.1,0.6,0.1,0.2,0.3,0.0
5e9DrLUUZraUE7mmniufjn,Zack Tabudlo,Episode,Heart Can’t Lose,55,240952,0,0.647,0.567,1,-8.971,1,0.0328,0.0318,0.0,0.133,0.374,125.871,4,acoustic,0,0.4487972153941417,0.7358723079631477,0.4705,0.6105565077857632,0.3,0.4,0.6,0.2,0.1,0.3,0.5,0.4
2z3HKlpENvfz1Am2MNF2pL,Donovan Woods;Tenille Townes,The Other Way,I Ain't Ever Loved No One - Acoustic,57,199594,0,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,160.389,4,acoustic,0,0.6107227966149401,0.619603700878274,0.1865,0.5174421658310714,0.4,0.1,0.7,0.3,0.1,0.2,0.3,0.2
33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Till The Sun Turns Black,Empty,48,317280,0,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,4,acoustic,0,0.2416452442159382,0.6388709582770964,0.4004999999999999,0.4541720674976782,0.7,0.3,0.2,0.4,0.1,0.5,0.6,0.1
29Ns3avs48iQhNQgrHMEkm,Megan Davies,"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,231965,0,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,4,acoustic,0,0.6276152590396488,0.6792637364786885,0.2345,0.5666263318394457,0.3,0.2,0.7,0.1,0.0,0.1,0.2,0.5
2XDxQ3VzovLzh60zgOaNEi,Tim Halperin,Covers,The Reason,53,200800,0,0.423,0.207,7,-8.811,1,0.0289,0.887,0.0,0.0948,0.209,149.664,4,acoustic,0,0.5604113110539845,0.7390020147487432,0.208,0.5741377752675758,0.6,0.2,0.3,0.3,0.1,0.2,0.5,0.1
0J4sK2VO75cRSVoj0FokQn,Canyon City,Refuge,Fix You,60,261665,0,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37e-05,0.148,0.133,144.055,4,acoustic,0,0.5340992250389357,0.6180192868180662,0.1425,0.5580395039523339,0.7,0.2,0.3,0.4,0.1,0.3,0.6,0.1
7bpR5j22mNID1pXwgRcZP1,JJ Heller,Hand to Hold,Hand to Hold,54,231605,0,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97e-06,0.111,0.261,133.737,4,acoustic,0,0.4856969958531138,0.75521780803161,0.287,0.595971601294908,0.6,0.3,0.2,0.3,0.1,0.4,0.5,0.1
1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,306200,0,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic,0,0.6564370555232394,0.6412769203685229,0.4489999999999999,0.6005713252972541,0.6,0.5,0.7,0.2,0.1,0.4,0.3,0.2
34p2uL1CvmaHn3uLfOKt8d,Us The Duo,Public Record,One Last Dance,51,224847,0,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,139.167,3,acoustic,0,0.5111693843469123,0.6277604991882323,0.166,0.5349766278450482,0.7,0.3,0.1,0.2,0.0,0.4,0.6,0.0
2EKxmYmUdAVXlaHCnnW13o,Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61,250063,0,0.619,0.28,8,-10.238,0,0.0317,0.73,0.0,0.103,0.292,129.948,4,acoustic,0,0.467922616478712,0.7110889423547131,0.286,0.5993371862778084,0.6,0.3,0.4,0.3,0.1,0.4,0.5,0.2
1jkBuvWI9IGEz9thXiKOlP,Joshua Hyslop,In Deepest Blue (Bonus Track Version),The Spark - Bonus Track,51,201933,0,0.596,0.429,3,-10.16,1,0.0377,0.775,0.0107,0.0962,0.229,148.086,4,acoustic,0,0.5530088379336874,0.7126146744126909,0.329,0.6205411707821261,0.6,0.2,0.3,0.3,0.1,0.2,0.5,0.1
7K36drJq6lInkW6Kkojucp,Drew Holcomb & The Neighbors,Medicine,American Beauty,63,158013,0,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,4,acoustic,0,0.6456101176514739,0.6033879075954072,0.1735,0.6313326750822937,0.7,0.2,0.5,0.1,0.0,0.1,0.3,0.1
4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Part Of The Light,Such A Simple Thing,65,296386,0,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,4,acoustic,0,0.2164871559116581,0.6919586096277605,0.193,0.4768152551798062,0.8,0.1,0.1,0.4,0.1,0.3,0.6,0.0
72SPsHheqN6J3sI520jT9E,Amos Lee,Amos Lee,Colors,64,160453,0,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,4,acoustic,0,0.4616694500215788,0.6492967940066114,0.2289999999999999,0.5973220813427301,0.7,0.2,0.1,0.3,0.0,0.2,0.6,0.0
